t_history	r_history	delta_ts	ys
0,2,1,3,6,1,3,5,8,16,36,75,1,4,14,53,5,11,19,17,27,51,3,7,11,4,4,7,3,3,4,4,5,5,8,14,26,43	1,1,3,3,1,3,3,3,3,3,3,1,3,3,3,1,3,3,2,3,3,1,3,3,1,3,3,1,3,2,3,3,3,3,3,3,3,3	2,1,3,6,1,3,5,8,16,36,75,1,4,14,53,5,11,19,17,27,51,3,7,11,4,4,7,3,3,4,4,5,5,8,14,26,43,66	0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
0,2,3,2,3,6,14,33,76	3,3,1,3,3,3,3,3,3	2,3,2,3,6,14,33,76,176	1,0,1,1,1,1,1,1,1
0,2,3,2,1,3,6,10,1,3,5,8,16,1,3,5,9,15,24,43,146	3,3,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3	2,3,2,1,3,6,10,1,3,5,8,16,1,3,5,9,15,24,43,146,311	1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,2,3,7,19,45,52,126,102,13,10,24,2,5,9,20,46	1,3,3,3,3,2,3,2,1,2,3,1,4,3,3,3,3	2,3,7,19,45,52,126,102,13,10,24,2,5,9,20,46,96	1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
0,2,3,8,17,18,44,105,10,43	3,3,3,3,2,3,3,1,3,3	2,3,8,17,18,44,105,10,43,115	1,1,1,1,1,1,0,1,1,1
0,2,3,9,25,58,142,14,40,4,8,22,2,3,5,11,27,20,3,1,4,3,4,5,7,10,16,29,47	1,3,3,3,3,3,1,3,1,3,3,1,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3	2,3,9,25,58,142,14,40,4,8,22,2,3,5,11,27,20,3,1,4,3,4,5,7,10,16,29,47,73	1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,2,3,1,3,8,17,37,86,1,2,6,23,86,8,2,11,2,5,13,25,3,6,19,47	3,3,1,3,3,3,3,3,1,1,3,3,3,1,1,1,1,3,3,3,1,3,3,3,3	2,3,1,3,8,17,37,86,1,2,6,23,86,8,2,11,2,5,13,25,3,6,19,47,137	1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
0,2,4,4,5,10,1,3,5,7,10,11,20,35,1,3,5,10,13,21,59,65,13,35,13,38	1,3,2,2,3,1,3,3,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3	2,4,4,5,10,1,3,5,7,10,11,20,35,1,3,5,10,13,21,59,65,13,35,13,38,110	1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,2,3,5,14,15,36,1,4,6,12,3,3,5,11,23,48	1,3,3,3,3,2,3,1,3,3,3,1,3,3,3,3,3,3	1,2,3,5,14,15,36,1,4,6,12,3,3,5,11,23,48,195	1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,2,3,8,18,47,121,173,17,44	3,3,3,3,3,3,2,1,3,3	2,3,8,18,47,121,173,17,44,108	1,1,1,1,1,1,0,1,1,1
0,1,6,40,4,16,12,45	3,3,3,1,3,2,3,3	1,6,40,4,16,12,45,171	1,1,0,1,1,1,1,1
0,1,6,46,199,20,1,4,4,10,3,8	3,3,3,3,1,1,1,1,3,1,3,3	1,6,46,199,20,1,4,4,10,3,8,22	1,1,1,0,0,0,0,1,0,1,1,1
0,2,3,7,20	3,3,3,4,3	2,3,7,20,51	1,1,1,1,1
0,1,3,7,13	3,3,3,3,3	1,3,7,13,32	1,1,1,1,1
0,1,1,3,7,15,30,1,1,3,6,11	3,3,3,3,3,3,1,2,3,3,3,3	1,1,3,7,15,30,1,1,3,6,11,20	1,1,1,1,1,0,1,1,1,1,1,1
0,1,1,3,7,15	3,3,3,3,3,3	1,1,3,7,15,33	1,1,1,1,1,1
0,1,1,3,7,15	3,3,3,3,3,3	1,1,3,7,15,36	1,1,1,1,1,1
0,1,1,3,5,13	3,3,3,3,4,3	1,1,3,5,13,30	1,1,1,1,1,1
0,3,5,13,31,80	3,3,3,3,3,3	3,5,13,31,80,198	1,1,1,1,1,1
0,1,3,8,18,1,3,6,14,31,71	3,3,3,3,1,3,3,3,3,3,3	1,3,8,18,1,3,6,14,31,71,327	1,1,1,0,1,1,1,1,1,1,1
0,1,1,3,9,21,48	3,3,3,3,3,3,3	1,1,3,9,21,48,117	1,1,1,1,1,1,1
0,1,3,5,12,1,3,8,15,32,64,1,3,7,29,122,106	1,3,3,3,1,3,3,3,3,3,1,3,3,3,3,2,2	1,3,5,12,1,3,8,15,32,64,1,3,7,29,122,106,86	1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,3,8,22,54,138	3,3,3,3,3,3,2	1,3,8,22,54,138,192	1,1,1,1,1,1,1
0,1,3,7,19,49,128	3,3,3,3,3,3,3	1,3,7,19,49,128,397	1,1,1,1,1,1,1
0,1,3,7,16,1,4,10,21,49,118,1,3,1,3,9,24,57	3,3,3,3,1,4,3,3,3,3,1,3,1,3,3,3,3,3	1,3,7,16,1,4,10,21,49,118,1,3,1,3,9,24,57,111	1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
0,1,3,6,17,1,3,6,14,34,1,3,6,12,13,22,1,3,5,15,48,1,3,5,8,16,32,56,83	3,3,3,3,1,3,3,3,3,1,3,3,3,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3	1,3,6,17,1,3,6,14,34,1,3,6,12,13,22,1,3,5,15,48,1,3,5,8,16,32,56,83,125	1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,6,14,37,90	3,3,3,3,3,3,3	1,3,6,14,37,90,443	1,1,1,1,1,1,1
0,1,3,8,21,49,122	3,3,3,3,3,3,3	1,3,8,21,49,122,387	1,1,1,1,1,1,1
0,1,3,7,18,44,1,1,3,6,13,24,57,79,113	3,3,3,3,3,1,3,3,3,3,3,3,2,2,3	1,3,7,18,44,1,1,3,6,13,24,57,79,113,218	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,3,7,1,4,1,3,5,10,24,54,66	1,3,1,3,1,3,3,3,3,3,2,3	3,7,1,4,1,3,5,10,24,54,66,248	1,0,1,0,1,1,1,1,1,1,1,1
0,1,2,1,1,3,5,11,25,1,3,6,14,1,3,1,4,1,3,5,7,8,10,15,19,50,67,112,12,1,4,2,2,2,3,4,2,4,2,3,4,6,9,15,22	1,1,1,3,3,3,3,3,1,3,3,3,1,3,1,3,1,3,3,3,2,2,3,3,3,2,3,1,1,3,1,3,1,3,3,2,3,1,3,3,3,3,3,3,3	1,2,1,1,3,5,11,25,1,3,6,14,1,3,1,4,1,3,5,7,8,10,15,19,50,67,112,12,1,4,2,2,2,3,4,2,4,2,3,4,6,9,15,22,34	0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
0,2,3,7,18,49,116,162,19,40,4,5,10,23,43	3,3,3,3,3,3,2,1,3,1,2,3,3,3,3	2,3,7,18,49,116,162,19,40,4,5,10,23,43,94	1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
0,5,14,40	4,4,3,3	5,14,40,106	1,1,1,1
0,3,5,10,23,56,142	4,3,3,3,3,3,2	3,5,10,23,56,142,119	1,1,1,1,1,1,1
0,1,4,8,20,53,141,14,13,2,4,12,34,80,213,1,5	3,4,3,3,3,3,1,2,1,3,3,3,3,3,1,3,4	1,4,8,20,53,141,14,13,2,4,12,34,80,213,1,5,14	1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
0,1,3,9,25,1,3,5,13,33,1,3,7,12,22,50,219,2,5,11,23,52	1,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3	1,3,9,25,1,3,5,13,33,1,3,7,12,22,50,219,2,5,11,23,52,120	1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
0,1,3,4,11,28,63,2,3,3,1,3,8,11,16,50,69,6,9,14,21,18,27,42,66	1,3,2,3,3,3,1,2,2,1,3,3,3,3,3,2,1,3,3,3,2,3,3,3,3	1,3,4,11,28,63,2,3,3,1,3,8,11,16,50,69,6,9,14,21,18,27,42,66,108	1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,2,3,5,10,26,64	3,3,3,3,3,3,3	2,3,5,10,26,64,168	1,1,1,1,1,1,1
0,5,15,36,88,1,3,14,64	4,3,3,3,1,3,3,3,3	5,15,36,88,1,3,14,64,181	1,1,1,0,1,1,1,1,1
0,1,3,7,17	3,3,3,3,3	1,3,7,17,38	1,1,1,1,1
0,1,1,3,5,13,1,3,6,12,25	3,3,3,3,3,1,3,3,3,3,2	1,1,3,5,13,1,3,6,12,25,30	1,1,1,1,0,1,1,1,1,1,1
0,1,1,3,5,11,21,1,2,3,6,13	3,3,3,3,3,3,1,3,3,3,3,3	1,1,3,5,11,21,1,2,3,6,13,27	1,1,1,1,1,0,1,1,1,1,1,1
0,3,7,22	4,3,4,3	3,7,22,51	1,1,1,1
0,1,1,3,6,9,22	1,3,3,3,3,3,3	1,1,3,6,9,22,48	1,1,1,1,1,1,1
0,1,3,6,11,26	3,3,3,3,3,3	1,3,6,11,26,61	1,1,1,1,1,1
0,1,1,3,6,10,22	3,3,3,3,3,3,3	1,1,3,6,10,22,53	1,1,1,1,1,1,1
0,1,1,3,7,16	3,3,3,3,3,3	1,1,3,7,16,36	1,1,1,1,1,1
0,1,1,3,6,14,32,1,3,8	3,3,3,3,3,3,1,3,3,3	1,1,3,6,14,32,1,3,8,16	1,1,1,1,1,0,1,1,1,1
0,1,1,3,6,11,1,3,7,15,1,1,3,6,10,16,1,4,6	3,3,3,3,3,1,3,3,3,1,4,3,3,3,3,1,3,3,3	1,1,3,6,11,1,3,7,15,1,1,3,6,10,16,1,4,6,12	1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
0,1,4,8,23,53,133	3,3,3,3,3,3,3	1,4,8,23,53,133,394	1,1,1,1,1,1,1
0,1,1,2,3,1,4,6,12,25,49,62	3,1,3,3,1,3,3,3,3,3,2,3	1,1,2,3,1,4,6,12,25,49,62,239	0,1,1,0,1,1,1,1,1,1,1,1
0,2,3,7,15,33,78,1,3,6,14,65	3,3,3,3,3,3,1,3,3,3,3,3	2,3,7,15,33,78,1,3,6,14,65,175	1,1,1,1,1,0,1,1,1,1,1,1
0,2,3,5,13,34,82	1,3,3,3,3,3,3	2,3,5,13,34,82,193	1,1,1,1,1,1,1
0,1,3,7,14,23,46	3,3,4,3,3,3,3	1,3,7,14,23,46,20	1,1,1,1,1,1,1
0,3,7,13,25,1,3,5,9,16,25	3,3,3,3,1,3,3,3,3,3,3	3,7,13,25,1,3,5,9,16,25,7	1,1,1,0,1,1,1,1,1,1,1
0,1,3,6,14,24,48	3,3,3,3,3,3,3	1,3,6,14,24,48,18	1,1,1,1,1,1,1
0,1,1,4,6,12,24,48	3,3,4,3,3,3,3,3	1,1,4,6,12,24,48,18	1,1,1,1,1,1,1,1
0,1,1,3,5,8,15,15,1,3,5,10,16,27	1,3,3,3,3,3,3,1,3,3,3,3,3,3	1,1,3,5,8,15,15,1,3,5,10,16,27,4	1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,4,7,13,22,45	3,4,3,3,3,3,4	1,4,7,13,22,45,21	1,1,1,1,1,1,1
0,1,3,7,13,23,46	3,3,3,3,3,3,3	1,3,7,13,23,46,20	1,1,1,1,1,1,1
0,1,3,7,13,23,46	3,3,3,3,3,3,3	1,3,7,13,23,46,20	1,1,1,1,1,1,1
0,1,3,7,14,22,45	3,3,3,3,3,3,4	1,3,7,14,22,45,21	1,1,1,1,1,1,1
0,3,5,11,22,6,51	3,3,3,3,3,3,3	3,5,11,22,6,51,15	1,1,1,1,1,1,1
0,1,3,7,17,19,22	1,3,3,3,3,2,3	1,3,7,17,19,22,43	1,1,1,1,1,1,1
0,1,3,5,9,1,4,10,14,29,37	1,3,3,3,1,4,3,3,3,3,1	1,3,5,9,1,4,10,14,29,37,1	1,1,1,0,1,1,1,1,1,0,1
0,1,3,7,14,22,1,3,6,15,31	1,3,3,3,3,1,3,3,3,3,3	1,3,7,14,22,1,3,6,15,31,10	1,1,1,1,0,1,1,1,1,1,1
0,1,3,6,11,25,1,3,7,13,27	3,3,3,3,3,1,3,3,3,3,3	1,3,6,11,25,1,3,7,13,27,16	1,1,1,1,0,1,1,1,1,1,1
0,1,3,5,10,24,4,54	1,3,3,3,3,3,3,3	1,3,5,10,24,4,54,12	1,1,1,1,1,1,1,1
0,1,3,7,13,23,46	3,3,3,3,3,3,3	1,3,7,13,23,46,20	1,1,1,1,1,1,1
0,1,1,3,6,14,22,44	3,3,3,3,3,3,3,3	1,1,3,6,14,22,44,22	1,1,1,1,1,1,1,1
0,1,1,3,5,11,24,2,51	1,3,3,3,3,3,3,3,3	1,1,3,5,11,24,2,51,15	1,1,1,1,1,1,1,1,1
0,1,1,3,7,16,1,3,6,9,18,38	3,1,3,3,3,1,3,3,3,3,3,3	1,1,3,7,16,1,3,6,9,18,38,10	0,1,1,1,0,1,1,1,1,1,1,1
0,1,1,4,8,1,1,3,5,14,33,82,2,9,14,60	3,3,4,3,1,3,3,3,3,3,3,1,3,2,3,3	1,1,4,8,1,1,3,5,14,33,82,2,9,14,60,155	1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,3,1,3,5,10,24,59	3,3,3,1,3,3,3,3,3,3	1,1,3,1,3,5,10,24,59,138	1,1,0,1,1,1,1,1,1,1
0,1,2,3,1,3,7,15,33,63,132,115,12,24,18,34	1,2,2,1,3,3,3,3,3,3,2,1,3,2,3,3	1,2,3,1,3,7,15,33,63,132,115,12,24,18,34,64	1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,3,7,1,3,5,10,20,43,2,3,5,13,25,110,286,5,13,7,10	3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,1,3,2,3,3	1,3,7,1,3,5,10,20,43,2,3,5,13,25,110,286,5,13,7,10,20	1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,9,66,25,4,13,27,5,17	3,3,3,3,2,3,3,3,3,3	1,9,66,25,4,13,27,5,17,51	1,1,1,1,1,1,1,1,1,1
0,1,6,41,49,3,5,12,2,1,1,2,1,2,1,2,2,14,11,12,10,8,17,3,4,2,2,3,5,2,3,7,6,11,21,4,5,6,9,6,11	1,3,3,1,1,3,3,1,2,2,3,2,3,2,3,3,1,3,2,2,2,3,1,3,1,3,3,3,2,3,3,2,3,3,1,1,3,3,2,3,3	1,6,41,49,3,5,12,2,1,1,2,1,2,1,2,2,14,11,12,10,8,17,3,4,2,2,3,5,2,3,7,6,11,21,4,5,6,9,6,11,17	1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
0,1,1,3,1,3,5,9,16,31,62,134,13,28,2,5,9,2,4,6,9,19,29,53	3,1,3,1,3,3,3,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3	1,1,3,1,3,5,9,16,31,62,134,13,28,2,5,9,2,4,6,9,19,29,53,95	0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
0,1,3,7,17,46	3,3,3,3,3,3	1,3,7,17,46,117	1,1,1,1,1,1
0,1,3,5,10,27,64	1,3,3,3,3,3,3	1,3,5,10,27,64,160	1,1,1,1,1,1,1
0,1,3,6,16,1,3,4,6,11,23,47,95	3,3,3,3,1,3,2,3,3,3,3,3,3	1,3,6,16,1,3,4,6,11,23,47,95,252	1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,3,10,25,65	1,3,3,3,3,3	1,3,10,25,65,159	1,1,1,1,1,1
0,1,1,1,3,7,1,3,7,12,1,3,1,2,4,7,10,1,3,5,8,13,2,3,5,7,10,14,17,45,117,2,2,3,3,4,6,11,11,12,31,49	1,3,1,3,3,1,3,3,3,1,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,4,3,3	1,1,1,3,7,1,3,7,12,1,3,1,2,4,7,10,1,3,5,8,13,2,3,5,7,10,14,17,45,117,2,2,3,3,4,6,11,11,12,31,49,81	1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,3,5,10,22,51,120,71,16,31,14,44	1,3,2,3,3,3,3,3,3,3,3,3,3	1,3,5,10,22,51,120,71,16,31,14,44,138	1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,3,9,19,1,3,5,13,25,53,1,4,13,2,9,31,42,4,2,3,3,4,3,20,11,31,3,3,11,33	3,3,3,3,1,3,3,3,3,3,1,3,3,1,3,3,2,1,1,3,2,3,2,1,3,3,1,3,3,3,3	1,3,9,19,1,3,5,13,25,53,1,4,13,2,9,31,42,4,2,3,3,4,3,20,11,31,3,3,11,33,97	1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
0,1,3,8,17,42,1,3,7,19,41,92,9,19,45	3,3,3,3,3,1,3,3,3,3,3,1,3,3,3	1,3,8,17,42,1,3,7,19,41,92,9,19,45,115	1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
0,1,3,6,1,3,1,3,5,8,9,1,3,6,10,19,29,48	3,3,3,1,3,1,3,3,3,2,1,3,3,3,3,3,3,3	1,3,6,1,3,1,3,5,8,9,1,3,6,10,19,29,48,165	1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
0,1,6,41,33,139,2,2,2,7,21	3,3,3,2,3,1,2,1,3,3,3	1,6,41,33,139,2,2,2,7,21,73	1,1,1,1,0,1,0,1,1,1,1
0,1,7,50,216,4,10,35,3,2	3,3,3,3,1,3,3,1,1,3	1,7,50,216,4,10,35,3,2,8	1,1,1,0,1,1,0,0,1,0
0,5,13,30	4,3,3,3	5,13,30,58	1,1,1,1
0,3,1,3,7,14,1,3,7,15	1,1,3,3,3,1,3,4,3,3	3,1,3,7,14,1,3,7,15,34	0,1,1,1,0,1,1,1,1,1
0,5,12,27	4,3,3,3	5,12,27,61	1,1,1,1
0,3,6,14,15	3,3,3,2,3	3,6,14,15,34	1,1,1,1,1
0,3,6,12,30	3,3,3,3,3	3,6,12,30,54	1,1,1,1,1
0,3,6,16	4,3,3,3	3,6,16,37	1,1,1,1
0,4,12,32	4,3,3,3	4,12,32,58	1,1,1,1
0,1,2,3,7,18	3,3,3,3,3,3	1,2,3,7,18,46	1,1,1,1,1,1
0,3,7,15	4,3,3,3	3,7,15,33	1,1,1,1
0,1,3,6,13,33	3,3,3,3,3,3	1,3,6,13,33,49	1,1,1,1,1,1
0,4,10,24,56	4,3,3,3,3	4,10,24,56,12	1,1,1,1,1
0,1,5,31,126,15,54	3,3,3,3,1,3,2	1,5,31,126,15,54,47	1,1,1,0,1,1,1
0,1,8,57,5,20	3,3,3,1,3,3	1,8,57,5,20,84	1,1,0,1,1,1
0,1,3,4,10,26,69	1,3,3,3,3,3,3	1,3,4,10,26,69,172	1,1,1,1,1,1,1
0,1,3,11,26,65,1,3,9,21,2,7,33,3,11,2,5,10,25,55,120,3,4,3,2,5,9,4,6,11,18	1,3,4,3,3,1,3,3,3,1,3,3,1,3,1,3,3,3,3,3,1,3,1,1,3,3,1,3,3,3,3	1,3,11,26,65,1,3,9,21,2,7,33,3,11,2,5,10,25,55,120,3,4,3,2,5,9,4,6,11,18,28	1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
0,1,3,2,5,9,19,47	1,3,2,3,3,3,3,3	1,3,2,5,9,19,47,106	1,1,1,1,1,1,1,1
0,1,4,7,1,3,6,11,22,1,3,7,13,26,50,73,181,18,38	3,3,3,1,3,3,3,3,1,3,3,3,3,3,2,3,1,3,3	1,4,7,1,3,6,11,22,1,3,7,13,26,50,73,181,18,38,76	1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
0,1,3,6,17,39,1,1,3,5,12,29,61	1,3,3,3,3,1,3,3,3,3,3,3,3	1,3,6,17,39,1,1,3,5,12,29,61,285	1,1,1,1,0,1,1,1,1,1,1,1,1
0,1,3,8,18,41,98,1,9,10,39,31,3,7,2,3,6,12,2,2,3,4,6,8,2,4	1,3,3,3,3,3,1,3,2,3,2,1,3,1,3,3,3,1,3,3,3,3,3,1,3,3	1,3,8,18,41,98,1,9,10,39,31,3,7,2,3,6,12,2,2,3,4,6,8,2,4,5	1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
0,5,12,31	4,3,3,3	5,12,31,58	1,1,1,1
0,3,6,15,37	4,3,3,3,3	3,6,15,37,45	1,1,1,1,1
0,1,1,4,10,29	3,3,4,3,3,3	1,1,4,10,29,61	1,1,1,1,1,1
0,1,1,3,9,23	1,3,3,3,3,4	1,1,3,9,23,69	1,1,1,1,1,1
0,4,8,20,46	4,3,3,3,3	4,8,20,46,28	1,1,1,1,1
0,3,5,10,27,60	3,3,3,3,3,1	3,5,10,27,60,1	1,1,1,1,0,1
0,1,1,3,6,15,35	1,1,3,3,3,3,3	1,1,3,6,15,35,44	0,1,1,1,1,1,1
0,1,3,1,3,1,1,3,5,7,12,24	3,3,1,3,1,1,3,3,3,3,3,3	1,3,1,3,1,1,3,5,7,12,24,44	1,0,1,0,0,1,1,1,1,1,1,1
0,1,3,8,20,52	3,3,3,3,3,3	1,3,8,20,52,21	1,1,1,1,1,1
0,1,3,5,14,35	3,3,3,3,3,3	1,3,5,14,35,47	1,1,1,1,1,1
0,1,4,10,25,64	1,4,3,3,3,3	1,4,10,25,64,1	1,1,1,1,1,1
0,3,4,11,30	3,3,3,3,3	3,4,11,30,57	1,1,1,1,1
0,2,2,5,14	3,2,3,4,3	2,2,5,14,31	1,1,1,1,1
0,1,3,9,23,59	3,3,3,3,3,3	1,3,9,23,59,10	1,1,1,1,1,1
0,1,3,5,13,35	1,3,3,3,3,3	1,3,5,13,35,48	1,1,1,1,1,1
0,1,3,5,12,32	3,3,3,3,3,3	1,3,5,12,32,52	1,1,1,1,1,0
0,1,5,14,36	1,3,3,3,3	1,5,14,36,49	1,1,1,1,1
0,1,5,11,31	3,4,3,3,3	1,5,11,31,57	1,1,1,1,1
0,1,1,3,6,15,39	3,3,3,3,3,3,4	1,1,3,6,15,39,40	1,1,1,1,1,1,1
0,1,5,14,35	3,4,3,3,3	1,5,14,35,50	1,1,1,1,1
0,4,15,40	4,4,3,3	4,15,40,45	1,1,1,1
0,4,10,34	4,3,4,3	4,10,34,56	1,1,1,1
0,1,3,4,12,32,79,188,4,13,36,3,6,17	3,3,3,3,3,3,3,3,3,3,1,3,3,3	1,3,4,12,32,79,188,4,13,36,3,6,17,48	1,1,1,1,1,1,1,1,1,0,1,1,1,1
0,1,3,6,1,3,7,1,3,6,10,23,31,1,3,6,10,17,27,91,9,18,13,2,26,1,3,5,11,10,20,16,13,25,2,3,6,12,22	1,3,3,1,3,3,1,3,3,3,3,2,1,3,3,3,3,3,3,1,3,2,1,1,2,1,3,3,2,3,2,2,3,1,3,3,3,3,3	1,3,6,1,3,7,1,3,6,10,23,31,1,3,6,10,17,27,91,9,18,13,2,26,1,3,5,11,10,20,16,13,25,2,3,6,12,22,39	1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
0,1,3,9,24,64	3,3,3,3,3,3	1,3,9,24,64,3	1,1,1,1,1,1
0,1,3,9,21,54	3,3,3,3,3,3	1,3,9,21,54,16	1,1,1,1,1,1
0,3,6,14,32	4,3,3,3,4	3,6,14,32,49	1,1,1,1,1
0,1,3,8,20,51	3,3,3,3,3,3	1,3,8,20,51,21	1,1,1,1,1,1
0,1,3,9,20,53	3,3,3,3,3,3	1,3,9,20,53,18	1,1,1,1,1,1
0,1,3,5,10,25,50	3,3,3,3,4,3,3	1,3,5,10,25,50,16	1,1,1,1,1,1,1
0,1,3,5,1,1,3,7,14,1,3,6,13	3,3,3,1,3,3,3,3,1,3,3,3,3	1,3,5,1,1,3,7,14,1,3,6,13,22	1,1,0,1,1,1,1,0,1,1,1,1,1
0,1,3,6,13,32,80	1,2,3,3,3,3,3	1,3,6,13,32,80,196	1,1,1,1,1,1,1
0,1,3,9,24,57,143,117,12,29	2,3,3,3,3,3,2,1,3,3	1,3,9,24,57,143,117,12,29,74	1,1,1,1,1,1,0,1,1,1
0,1,3,6,12,16,6,37,1,4,5,12	1,3,3,3,2,3,3,1,3,3,3,3	1,3,6,12,16,6,37,1,4,5,12,7	1,1,1,1,1,1,0,1,1,1,1,1
0,1,2,4,10,22,5,44,22	1,2,3,3,3,3,3,3,1	1,2,4,10,22,5,44,22,1	1,1,1,1,1,1,1,0,1
0,1,3,7,14,19,39,27,1	3,3,3,3,3,3,3,1,3	1,3,7,14,19,39,27,1,3	1,1,1,1,1,1,0,1,1
0,1,3,8,17,15,40	1,3,4,3,3,3,3	1,3,8,17,15,40,26	1,1,1,1,1,1,1
0,1,3,5,13,22,45	3,3,3,3,3,3,3	1,3,5,13,22,45,21	1,1,1,1,1,1,1
0,1,3,6,12,22,45	3,3,3,3,3,3,3	1,3,6,12,22,45,21	1,1,1,1,1,1,1
0,1,3,1,3,7,12,17,34	3,3,1,3,3,3,3,3,3	1,3,1,3,7,12,17,34,32	1,0,1,1,1,1,1,1,1
0,1,3,5,12,23,46	3,3,3,3,3,3,3	1,3,5,12,23,46,20	1,1,1,1,1,1,1
0,4,7,16,17,1,3,7,15,30	4,3,3,3,1,3,3,3,3,3	4,7,16,17,1,3,7,15,30,10	1,1,1,0,1,1,1,1,1,1
0,4,6,11,22,1,52	4,3,3,3,3,3,3	4,6,11,22,1,52,14	1,1,1,1,1,1,1
0,1,3,7,13,20,40	3,3,3,3,3,3,3	1,3,7,13,20,40,26	1,1,1,1,1,1,1
0,1,2,5,11,23,2,51	3,2,3,3,3,3,3,3	1,2,5,11,23,2,51,15	1,1,1,1,1,1,1,1
0,1,3,5,12,23,46	3,3,3,3,3,3,4	1,3,5,12,23,46,20	1,1,1,1,1,1,1
0,1,3,5,12,23,46	3,3,3,3,3,3,3	1,3,5,12,23,46,20	1,1,1,1,1,1,1
0,5,13,26,52	4,3,3,3,3	5,13,26,52,14	1,1,1,1,1
0,1,3,7,16,17,34	3,3,3,3,3,3,3	1,3,7,16,17,34,32	1,1,1,1,1,1,1
0,1,3,5,11,22,2,49	3,3,3,3,3,3,3,3	1,3,5,11,22,2,49,17	1,1,1,1,1,1,1,1
0,1,3,6,11,23,55	3,3,3,3,3,3,2	1,3,6,11,23,55,11	1,1,1,1,1,1,1
0,1,3,7,15,20,49,119	2,3,3,3,2,3,3,3	1,3,7,15,20,49,119,343	1,1,1,1,1,1,1,1
0,1,3,6,17,41	3,3,3,3,3,3	1,3,6,17,41,106	1,1,1,1,1,1
0,1,3,9,20,52,125	3,3,3,3,3,3,3	1,3,9,20,52,125,361	1,1,1,1,1,1,1
0,1,3,6,13,28,66	3,3,3,3,3,3,3	1,3,6,13,28,66,167	1,1,1,1,1,1,1
